"","State","Year","Chamber","CI","EI","Renewables","NatGas","FarmWages","MiningWages","Population","IncomePC","ManuUnion","CI_Lag1","EI_Lag1"
"DE-2018","DE","2018",9.353,60.5,4.89,1.02674099342707,1.33086280056577,0.00136583634361459,NA,967,52674,1.104,60.2,4.64
"DE-2019","DE","2019",9.328,60.6,4.65,1.02862071853279,1.31301231052676,0.00105369737243475,NA,977,53746,1.085,60.5,4.89
"DE-2020","DE","2020",9.328,59.9,4.45,1.02787121923049,1.33930917490796,0.00111989313083272,0.000147609742758689,992,55778,1.035,60.6,4.65
"FL-1998","FL","1998",10.186,63.1,6.56,1.05327655185995,1.13722002259512,0.00409143174973117,0.00137449030947943,15487,26909,1.054,NA,NA
"FL-1999","FL","1999",10.1695,62.61,6.37,1.05206356539695,1.14876018307675,0.0035496032425256,0.001235256156901,15759,27662,1.037,63.1,6.56
"FL-2000","FL","2000",10.1715,63.33,6.34,1.04786676813815,1.14093643262966,0.00356344447999439,0.00117233195876669,16048,29387,1.043,62.61,6.37
"FL-2001","FL","2001",10.2695,63.72,6.15,1.03894458687038,1.14031384601745,0.00444930146827799,0.00116158698201182,16357,30405,1.037,63.33,6.34
"FL-2002","FL","2002",10.2695,62.7,6.06,1.04173805314649,1.16961331864675,0.00413032430621185,0.00101028858753024,16689,30815,1.032,63.72,6.15
"FL-2003","FL","2003",10.2825,63.5,5.81,1.04492551304746,1.17037649500056,0.00340820647970085,0.000946506859035104,17004,31779,1.029,62.7,6.06
"FL-2004","FL","2004",10.2905,63.4,5.65,1.04128760180438,1.17428039685966,0.0037861403144084,0.000907090642249572,17415,33706,1.022,63.5,5.81
"FL-2005","FL","2005",10.3,63.5,5.42,1.0424616272911,1.18223283791186,0.00331953505035955,0.00086789857740671,17842,35736,1.032,63.4,5.65
"FL-2006","FL","2006",10.3065,62.4,5.32,1.04294803485658,1.20513547462738,0.00354379196566756,0.000762696210414402,18167,38009,1.024,63.5,5.42
"FL-2007","FL","2007",10.3005,62.5,5.2,1.04525861141968,1.21366997011525,0.00319123963250368,0.000807438162106989,18368,39184,1.028,62.4,5.32
"FL-2008","FL","2008",10.3145,60.2,5.23,1.05687473269957,1.22744875334829,0.00357241180059361,0.000761453438220561,18527,39185,1.026,62.5,5.2
"FL-2009","FL","2009",10.377,58.9,5.35,1.06635437379793,1.26298656069326,0.0036631518373937,0.000652162509744905,18653,36777,1.025,60.2,5.23
"FL-2010","FL","2010",10.349,60.3,5.57,1.06710521378999,1.27339799367355,0.00368429867573882,0.000671984755436889,18846,38778,1.025,58.9,5.35
"FL-2011","FL","2011",10.458,59.3,5.4,1.06924973021112,1.29652856451205,0.0031000496070697,0.0007100955769903,19056,40433,1.038,60.3,5.57
"FL-2012","FL","2012",10.462,58.9,5.22,1.07066296852142,1.33158139481127,0.00293565521710258,0.000776760730857235,19302,41204,1.036,59.3,5.4
"FL-2013","FL","2013",10.459,57.9,5.19,1.07316200540982,1.3018540231019,0.00344029252423189,0.000709579577778111,19552,40733,1.022,58.9,5.22
"FL-2014","FL","2014",10.459,58.2,5.1,1.0714884401314,1.29775855277709,0.00298741108718187,0.000717680052082015,19854,42865,1.034,57.9,5.19
"FL-2015","FL","2015",10.472,57.5,5.07,1.06799197123644,1.31896767617197,0.00240642735444527,0.000681296440654457,20219,44945,1.055,58.2,5.1
"FL-2016","FL","2016",10.468,57.2,4.94,1.06654491451879,1.32454037761064,0.00265055232524765,0.000669806304464268,20627,45720,1.031,57.5,5.07
"FL-2017","FL","2017",10.4515,56.8,4.76,1.07061503469318,1.32732612877194,0.0022020743009247,0.000654651887242119,20977,48439,1.022,57.2,4.94
"FL-2018","FL","2018",10.472,56.2,4.71,1.07096720234561,1.34066268007194,0.00232948351053833,0.000645678596676453,21255,51009,1.033,56.8,4.76
"FL-2019","FL","2019",10.4275,55.2,4.52,1.07220922942782,1.36137678030159,0.00248160509599793,0.000597250662400432,21492,53640,1.009,56.2,4.71
"FL-2020","FL","2020",10.429,53.2,4.21,1.07905251027358,1.4049981893699,0.00296005576378744,0.000568868380046445,21590,56561,1.041,55.2,4.52
"GA-1998","GA","1998",9.854,58.8,7.9,1.09219133403688,1.13601952391065,0.0021714379318849,0.00300336098531197,7864,26107,1.072,NA,NA
"GA-1999","GA","1999",9.8395,59.55,7.44,1.08242391172548,1.12379082589747,0.00179706554275211,0.00282524333676064,8046,27184,1.104,58.8,7.9
"GA-2000","GA","2000",9.8395,60.27,7.49,1.07606692119765,1.14422197329068,0.00175567899744206,0.00265264419257377,8227,28760,1.095,59.55,7.44
"GA-2001","GA","2001",9.8715,60.09,7.15,1.06813935098251,1.12865369899385,0.00215993256850746,0.0025114405715808,8377,29693,1.083,60.27,7.49
"GA-2002","GA","2002",9.8715,59.2,7.35,1.09663159457884,1.13389665291576,0.00199401148691482,0.00245854249799637,8508,30086,1.068,60.09,7.15
"GA-2003","GA","2003",10.171,60.6,7.18,1.07497011172381,1.13215437400337,0.00177224613974129,0.00244677757062195,8623,30805,1.079,59.2,7.35
"GA-2004","GA","2004",10.171,60.5,7.23,1.07321467373669,1.13122661804652,0.00193948182250724,0.00239946753597534,8769,31982,1.077,60.6,7.18
"GA-2005","GA","2005",10.625,61.9,6.96,1.07021509144038,1.13753025778184,0.00214999747751742,0.00229982905961461,8926,33283,1.071,60.5,7.23
"GA-2006","GA","2006",10.625,61.8,6.82,1.0682738142081,1.14052582540949,0.00165656108310935,0.0022465581589228,9156,34574,1.065,61.9,6.96
"GA-2007","GA","2007",10.6865,62.1,6.75,1.06686930584873,1.14787657656077,0.00205186820837459,0.00223798921051006,9350,35440,1.043,61.8,6.82
"GA-2008","GA","2008",10.6865,61.7,6.61,1.06731822937754,1.14800087016813,0.00214144034712774,0.0017561020264058,9505,35272,1.038,62.1,6.75
"GA-2009","GA","2009",10.658,59.5,6.79,1.07574149850485,1.16319629020671,0.00171066764247837,0.00154430003254817,9621,34213,1.032,61.7,6.61
"GA-2010","GA","2010",10.658,59.2,7.25,1.07859557921916,1.17192868371387,0.00169544597587698,0.0015587006891695,9712,34741,1.034,59.5,6.79
"GA-2011","GA","2011",10.764,57.8,6.87,1.08141366238617,1.17533931017513,0.00145187982377384,0.00151181424164047,9804,36761,1.028,59.2,7.25
"GA-2012","GA","2012",10.766,54.3,6.35,1.08364930800755,1.21945860330465,0.00216766400619701,0.0014574331049027,9904,37251,1.029,57.8,6.87
"GA-2013","GA","2013",10.787,53.6,6.38,1.09779592365189,1.21852926825657,0.00156987766994058,0.00148058983752325,9976,37486,1.034,54.3,6.35
"GA-2014","GA","2014",10.7875,54.2,6.33,1.09990400763904,1.22352535728155,0.00180539632741665,0.00144619027870072,10071,39551,1.035,53.6,6.38
"GA-2015","GA","2015",10.797,52.8,6.08,1.10114518443022,1.23953138466875,0.00160969563816497,0.0014151504133785,10183,41529,1.027,54.2,6.33
"GA-2016","GA","2016",10.799,52.4,5.82,1.1011376261787,1.24667197540796,0.00154654686105491,0.00149799562446606,10308,42744,1.03,52.8,6.08
"GA-2017","GA","2017",10.808,52,5.58,1.1004473541241,1.24279156363198,0.00160648254122053,0.0014880822929941,10417,44838,1.037,52.4,5.82
"GA-2018","GA","2018",10.807,51.4,5.57,1.1011770038478,1.2530333303893,0.00124222904171487,0.00145514902935627,10519,46626,1.036,52,5.58
"GA-2019","GA","2019",10.799,50.2,5.3,1.10642032116678,1.26651701056749,0.00119671705328542,0.00141599630865638,10628,48535,1.047,51.4,5.57
"GA-2020","GA","2020",10.8,47,5.07,1.12056904004145,1.28617980040782,0.00128069517826414,0.00137882857314353,10730,51469,1.05,50.2,5.3
"HI-1998","HI","1998",9.289,68.4,5.03,1.07921371535589,1,0.00889964699010887,0.000754666184213005,1215,26625,1.262,NA,NA
"HI-1999","HI","1999",9.238,68.36,4.91,1.08081276846939,1,0.00950254918276361,0.00072211631329598,1210,27618,1.248,68.4,5.03
"HI-2000","HI","2000",9.238,68.52,4.89,1.07459038586786,1.00027807658815,0.00897714132820947,0.000748082071534859,1214,29174,1.116,68.36,4.91
"HI-2001","HI","2001",9.2525,70.97,4.85,1.04588684330356,1.00049607398166,0.00849514489671068,0.000720283078712962,1226,30178,1.125,68.52,4.89
"HI-2002","HI","2002",9.2525,71.8,4.99,1.03675248804719,1.00049181306888,0.00820345488229207,0.000679356095404675,1240,31353,1.224,70.97,4.85
"HI-2003","HI","2003",9.226,71.5,5.02,1.04425863954033,1.00045528109454,0.00767296017061,0.000805414962531367,1251,32557,1.149,71.8,4.99
"HI-2004","HI","2004",9.226,71.4,4.97,1.04380429463837,1.00049250440077,0.00736705575418593,0.000936485840791322,1274,34336,1.226,71.5,5.02
"HI-2005","HI","2005",9.2195,70.9,4.84,1.04368498524947,1.00060049147918,0.00665328322862558,0.000991429016934341,1293,36278,1.195,71.4,4.97
"HI-2006","HI","2006",9.22,71,4.76,1.04744532238253,1.00054692894812,0.00597102435910123,0.000918782315507845,1310,38315,1.213,70.9,4.84
"HI-2007","HI","2007",9.22,71,4.82,1.05030845193833,1.00051211310299,0.00560032095418996,0.000878003138608516,1316,40301,1.133,71,4.76
"HI-2008","HI","2008",9.2205,69.6,3.93,1.06986689609798,1.0005350184003,0.00594047983720738,0.000924696525294214,1332,41887,1.25,71,4.82
"HI-2009","HI","2009",9.201,68.2,4.06,1.07136099864803,1.00060530712994,0.00611397800818162,0.000927822578524048,1347,41144,1.156,69.6,3.93
"HI-2010","HI","2010",9.201,68.6,4.27,1.06110203505375,1.00054120193891,0.005791974339078,0.000868656281884663,1364,41499,1.133,68.2,4.06
"HI-2011","HI","2011",9.1925,68.1,4.28,1.06740919648846,1.00052203965519,0.00535854219401216,0.000871404019548407,1380,42765,1.089,68.6,4.27
"HI-2012","HI","2012",9.1965,68.3,4.13,1.07210317179935,1.00062917840068,0.00776629429450111,0.00080439926964929,1395,43531,1.093,68.1,4.28
"HI-2013","HI","2013",9.1835,66.7,4.13,1.08610247881314,1.00065266798746,0.00754840043881156,0.000714333335903677,1409,43553,1.183,68.3,4.13
"HI-2014","HI","2014",9.1835,66.2,4.02,1.09471771778884,1.00056500424599,0.0073932824887026,0.000719182251614002,1415,45448,1.211,66.7,4.13
"HI-2015","HI","2015",9.165,66.1,3.95,1.09824744195987,1.00065453768267,0.00656234144879425,0.000781353639605035,1423,47150,1.067,66.2,4.02
"HI-2016","HI","2016",9.196,65.8,3.89,1.10752380984018,1.00053815055592,0.00663808800763119,0.000607786587800186,1429,48555,1.052,66.1,3.95
"HI-2017","HI","2017",9.1295,66.1,3.92,1.10346243372559,1.00052696236907,0.00496449434911424,0.000548136133159665,1426,50499,1.07,65.8,3.89
"HI-2018","HI","2018",9.1185,66.1,3.85,1.10133744855967,1.00062509767151,0.00451948250316543,0.000537831172766159,1423,51546,1.107,66.1,3.92
"HI-2019","HI","2019",9.14,66.5,3.9,1.09669652347497,1.00073885878723,0.0044096646587093,0.000593336913047825,1416,53912,1.08,66.1,3.85
"HI-2020","HI","2020",9.14,64.1,3.32,1.13516520334702,1.00085479630934,0.00510485628321254,0.000645158956280892,1451,57036,1.19,66.5,3.9
"IA-1998","IA","1998",10.2135,69.2,10.07,1.06877441525253,1.16090217186945,0.00848913089235947,0.0018275574127601,2903,25198,1.204,NA,NA
"IA-1999","IA","1999",10.253,67.53,10.3,1.07035366472747,1.16794385644348,0.00772275028820077,0.00185122424540824,2918,25705,1.258,69.2,10.07
"IA-2000","IA","2000",10.253,67.79,9.81,1.06749177138624,1.16974896562333,0.00741371829963029,0.00175036824895584,2929,27341,1.24,67.53,10.3
"IA-2001","IA","2001",10.265,68.9,9.69,1.06569284303003,1.16567305938263,0.00800463852265147,0.0017139504033991,2932,28145,1.227,67.79,9.81
"IA-2002","IA","2002",10.2515,67.6,9.71,1.07117332789832,1.16208226693485,0.00745932673353876,0.00171901098039723,2934,28804,1.193,68.9,9.69
"IA-2003","IA","2003",10.297,68.5,9.25,1.07851441985245,1.16568494299128,0.00936740589245021,0.00162107890922728,2942,29344,1.2,67.6,9.71
"IA-2004","IA","2004",10.278,65.7,8.91,1.08921886288065,1.15877318951962,0.00990698464351505,0.00172869395608771,2954,31615,1.2,68.5,9.25
"IA-2005","IA","2005",9.715,64.5,8.84,1.09767808614596,1.16485572718412,0.00780677919547694,0.00177450795407163,2964,32411,1.21,65.7,8.91
"IA-2006","IA","2006",9.8595,63.8,8.89,1.10961924385967,1.15898055737818,0.00668741163269443,0.00171994143894029,2983,34197,1.202,64.5,8.84
"IA-2007","IA","2007",9.2675,63.3,9.02,1.12828238939741,1.19161806083967,0.0107583517752658,0.00167331326670974,2999,36366,1.174,63.8,8.89
"IA-2008","IA","2008",9.2725,61.2,9.62,1.1478584864307,1.20624240524239,0.00866314038160193,0.00165181070652311,3017,38490,1.164,63.3,9.02
"IA-2009","IA","2009",9.201,57.6,9.91,1.19984877100547,1.19610740711329,0.00898162330094206,0.00165698419175662,3033,37246,1.167,61.2,9.62
"IA-2010","IA","2010",9.2075,57.5,9.98,1.22368995560303,1.18610074440031,0.00897902060150157,0.00162343934388869,3051,38190,1.18,57.6,9.91
"IA-2011","IA","2011",9.9185,55.8,9.89,1.23454090156897,1.18417815336148,0.00834901372132718,0.00166369047182818,3067,40880,1.163,57.5,9.98
"IA-2012","IA","2012",9.915,54.4,9.08,1.25729872651135,1.18489088797035,0.0108149135822427,0.00161080848778835,3077,42541,1.152,55.8,9.89
"IA-2013","IA","2013",9.8795,52.5,9.61,1.25601664875489,1.20129004201603,0.00905969781882414,0.00163345652459882,3094,43012,1.157,54.4,9.08
"IA-2014","IA","2014",9.8795,52.6,9.25,1.26394220881051,1.20200963748797,0.0102685548368,0.00166997928547727,3111,44123,1.165,52.5,9.61
"IA-2015","IA","2015",9.9265,49.9,8.82,1.28486740296707,1.20076678629063,0.0081829445432376,0.00172015833717732,3123,45445,1.138,52.6,9.25
"IA-2016","IA","2016",9.9265,48,9.01,1.29473194171344,1.20647389736044,0.00786224693154421,0.00175153350481425,3133,45672,1.113,49.9,8.82
"IA-2017","IA","2017",10.636,47.3,9.22,1.30041008842929,1.23887841449402,0.00999081668304523,0.00182619961711533,3144,46769,1.093,48,9.01
"IA-2018","IA","2018",10.6395,48.3,9.43,1.29237832178682,1.26357637009772,0.00835788977926471,0.00186237059335307,3150,48775,1.111,47.3,9.22
"IA-2019","IA","2019",10.601,45.4,9.45,1.31612923664792,1.26402468148986,0.00833251431860714,0.0018495836823295,3160,49663,1.092,48.3,9.43
"IA-2020","IA","2020",10.613,41.8,8.95,1.36347570321453,1.25894379641111,0.00755178660416542,0.00169064708653987,3191,52586,1.106,45.4,9.45
"ID-1998","ID","1998",10.6155,35.6,13.08,1.31490818954391,1.14169489254462,0.0220839454161436,0.00749995199933648,1252,22756,1.102,NA,NA
"ID-1999","ID","1999",10.6235,35.99,12.54,1.31394925769499,1.13758523942056,0.0201117279934083,0.00634052154618311,1276,23658,1.105,35.6,13.08
"ID-2000","ID","2000",10.6275,39.52,11.51,1.25907821742165,1.13688599875087,0.0208454388598316,0.00568134692791842,1299,25139,1.092,35.99,12.54
"ID-2001","ID","2001",10.6895,44.1,10.92,1.20778673870724,1.16249652377736,0.0208012894128456,0.00455619836888993,1320,25803,1.079,39.52,11.51
"ID-2002","ID","2002",10.681,42.1,10.6,1.22698086116726,1.14735537587833,0.0232469574897299,0.00409692440877795,1340,26272,1.064,44.1,10.92
"ID-2003","ID","2003",10.586,43.7,9.71,1.23067697849348,1.15203729208603,0.0202309495172626,0.00439770130294085,1363,26739,1.095,42.1,10.6
"ID-2004","ID","2004",10.5435,43.7,9.72,1.22258675680292,1.15544729849424,0.0207849182844049,0.00454469206158103,1392,28299,1.078,43.7,9.71
"ID-2005","ID","2005",10.6065,42.5,9.18,1.2377287760566,1.1518880526061,0.0227031425351445,0.00488030027224191,1428,29214,1.065,43.7,9.72
"ID-2006","ID","2006",10.61,39.5,9.14,1.28047627006617,1.15012307505299,0.0202978604954287,0.00538916353615448,1469,31244,1.072,42.5,9.18
"ID-2007","ID","2007",10.6385,42.4,9.23,1.23534007768877,1.15497856447558,0.0227900814955808,0.0062496110461843,1505,32459,1.041,39.5,9.14
"ID-2008","ID","2008",10.635,40.3,8.91,1.24726874099662,1.16852845162275,0.0209986286328715,0.00694638425858067,1534,32690,1.072,42.4,9.23
"ID-2009","ID","2009",10.7165,40.3,8.76,1.27135097032668,1.17338043257494,0.0249446599402616,0.00549587066291977,1554,31200,1.049,40.3,8.91
"ID-2010","ID","2010",10.7265,42,8.97,1.25293346976637,1.1627155275464,0.0217684992954467,0.0067165290130728,1571,31950,1.062,40.3,8.76
"ID-2011","ID","2011",10.7725,37.3,8.94,1.34153417551275,1.1612892069744,0.0213753241352713,0.00754336452113228,1584,33454,1.063,42,8.97
"ID-2012","ID","2012",10.789,38.8,8.8,1.30499324184834,1.17594370673907,0.0236374182010364,0.00790065654480317,1596,34825,1.057,37.3,8.94
"ID-2013","ID","2013",10.854,41.8,8.73,1.26562240130634,1.20239382210194,0.0252160041283482,0.00766529746709431,1612,35716,1.052,38.8,8.8
"ID-2014","ID","2014",10.8455,40.2,8.39,1.29737153546614,1.17868595861648,0.0244666107819916,0.00693438801592526,1632,37128,1.056,41.8,8.73
"ID-2015","ID","2015",10.8335,40.8,8.54,1.2868397696087,1.20029448791411,0.0185668687120322,0.00594300428274792,1652,38838,1.125,40.2,8.39
"ID-2016","ID","2016",10.8495,41.5,8.22,1.28480097801691,1.20501196510055,0.0201597629958379,0.0058597156750341,1684,39676,1.091,40.8,8.54
"ID-2017","ID","2017",10.872,39.8,8.29,1.31447301104634,1.20878338941771,0.0214134255410568,0.00502390737733036,1720,41218,1.068,41.5,8.22
"ID-2018","ID","2018",10.887,39.7,7.83,1.32485951587286,1.20882512543065,0.0199327548550979,0.0047040726546377,1752,43270,1.062,39.8,8.29
"ID-2019","ID","2019",10.873,41,7.62,1.30376165113182,1.23595666770547,0.0136635325511687,0.00479982721438321,1789,45917,1.055,39.7,7.83
"ID-2020","ID","2020",10.873,41.6,7.3,1.28768878101402,1.23572662468294,0.0187662288900921,0.00489063836806556,1849,49691,1.106,41,7.62
"IL-1998","IL","1998",9.992,57.7,6.47,1.0237205978521,1.25295350367655,0.001648214583848,0.00246018048076671,12272,29873,1.218,NA,NA
"IL-1999","IL","1999",9.925,54.13,6.51,1.02331976726704,1.25145930267089,0.00147599006100425,0.00230003401801643,12359,30958,1.217,57.7,6.47
"IL-2000","IL","2000",9.925,54.04,6.29,1.02424501595619,1.25818322339308,0.00137772789936245,0.00203429168958156,12434,33072,1.203,54.13,6.51
"IL-2001","IL","2001",9.994,53.12,6.08,1.02582895916016,1.24540391755217,0.00147736174338875,0.00209749169816406,12488,34206,1.2,54.04,6.29
"IL-2002","IL","2002",9.994,53,6.05,1.0284652852855,1.26816398208385,0.0013844492088045,0.00207339964303766,12526,34520,1.22,53.12,6.08
"IL-2003","IL","2003",9.7165,53,5.99,1.03220647545996,1.25383740207062,0.00174898208982897,0.00196526987754966,12556,35081,1.186,53,6.05
"IL-2004","IL","2004",9.7165,54.1,5.9,1.03169899427536,1.23938565231621,0.0020114091566641,0.00193422995482985,12590,36366,1.17,53,5.99
"IL-2005","IL","2005",9.854,54.2,6.02,1.02651368600226,1.23491699620398,0.00161901804209821,0.00204389492933035,12610,37720,1.167,54.1,5.9
"IL-2006","IL","2006",9.854,54.1,5.66,1.02741957989578,1.22449364562872,0.0013563366215249,0.0020751512065987,12644,40021,1.15,54.2,6.02
"IL-2007","IL","2007",9.719,54,5.73,1.03207581056278,1.23733728041171,0.00161442016698686,0.00204594448749695,12696,42148,1.135,54.1,5.66
"IL-2008","IL","2008",9.719,53.4,5.78,1.03933756435851,1.24564864632578,0.00163257892792765,0.00196585766472545,12747,43238,1.157,54,5.73
"IL-2009","IL","2009",9.711,52.2,5.62,1.04818107849592,1.24755204904287,0.00152115179389109,0.00199662290643123,12797,41088,1.156,53.4,5.78
"IL-2010","IL","2010",9.6095,52.3,5.71,1.05429371847097,1.24144035188305,0.00141548967908403,0.00211767908125177,12841,42107,1.12,52.2,5.62
"IL-2011","IL","2011",9.7365,52.1,5.6,1.05875700878708,1.24774972783726,0.00174290083167099,0.00208247514652405,12868,44074,1.145,52.3,5.71
"IL-2012","IL","2012",9.7435,50.9,5.31,1.06285340860615,1.24351050711906,0.00138422362889665,0.00217647124964304,12883,45932,1.135,52.1,5.6
"IL-2013","IL","2013",9.6765,51.4,5.54,1.06686595683539,1.26460335409584,0.00121669161173909,0.00213578554172981,12896,46731,1.128,50.9,5.31
"IL-2014","IL","2014",9.67,51.2,5.53,1.06784493937645,1.27036527836571,0.00125854366038717,0.00219316112127563,12885,48531,1.107,51.4,5.54
"IL-2015","IL","2015",9.6575,49.9,5.23,1.06877145215864,1.25705913272278,0.00134036520596319,0.0020082904365228,12860,50682,1.106,51.2,5.53
"IL-2016","IL","2016",9.669,48.2,5.25,1.07025979189718,1.26550424475392,0.00134267771860878,0.00173007651641557,12822,51340,1.116,49.9,5.23
"IL-2017","IL","2017",9.654,48.2,5.18,1.07346437075665,1.26515279854079,0.0011359323783785,0.00162395846052462,12780,53049,1.1,48.2,5.25
"IL-2018","IL","2018",9.6815,48.6,5.22,1.06887782439067,1.2796667685359,0.00110722105313044,0.00160933119543702,12725,56072,1.139,48.2,5.18
"IL-2019","IL","2019",9.5475,46.9,5.11,1.07411405541313,1.29766129339324,0.00103065883626861,0.00168429361806783,12667,57721,1.112,48.6,5.22
"IL-2020","IL","2020",9.5565,43.1,4.94,1.08188727148835,1.31912101253662,0.00120970219295095,0.00136620556242395,12787,61587,1.119,46.9,5.11
"IN-1998","IN","1998",10.391,77.5,10.88,1.01665500637886,1.19732761168623,0.00286983165895276,0.00373106147422003,5999,25758,1.257,NA,NA
"IN-1999","IN","1999",10.246,77.35,10.95,1.01710182336092,1.200556766786,0.00257955666621257,0.00347827868093088,6045,26545,1.258,77.5,10.88
"IN-2000","IN","2000",10.2485,78.09,10.86,1.01697567624218,1.2009228958884,0.00244409410764134,0.00340479636123424,6092,28075,1.221,77.35,10.95
"IN-2001","IN","2001",10.2505,78.62,10.68,1.01918745506155,1.18237936281969,0.0026528716896645,0.00325729972374245,6128,28596,1.206,78.09,10.86
"IN-2002","IN","2002",10.2505,77.9,10.76,1.01937340012416,1.18849885559968,0.00244945849440162,0.00326967629266862,6156,28902,1.207,78.62,10.68
"IN-2003","IN","2003",10.2495,77.8,10.6,1.01957340990515,1.19298590255546,0.00270243537774253,0.00320140423281879,6197,29445,1.196,77.9,10.76
"IN-2004","IN","2004",10.2485,78.4,10.19,1.01982252044448,1.17964011981218,0.00284717809038665,0.0031926760754585,6233,30657,1.181,77.8,10.6
"IN-2005","IN","2005",10.5995,78.1,10.07,1.02182699610865,1.1831325531936,0.00263057097567067,0.00311514378514412,6279,31376,1.215,78.4,10.19
"IN-2006","IN","2006",10.652,78.8,9.66,1.0194404395692,1.17475659236657,0.00235137955479406,0.00326987351992744,6333,32905,1.203,78.1,10.07
"IN-2007","IN","2007",10.252,78.2,9.73,1.02284989986564,1.18380780963487,0.00268312222414615,0.00332709555226334,6380,33845,1.186,78.8,9.66
"IN-2008","IN","2008",10.2775,77.5,9.69,1.03404392585485,1.19042227275111,0.00241056322930139,0.00324475081061038,6425,35270,1.187,78.2,9.73
"IN-2009","IN","2009",NA,76.2,9.7,1.04375413598282,1.18849537783758,0.00283828582660008,0.00333303479055765,6459,34200,1.145,77.5,9.69
"IN-2010","IN","2010",NA,75.4,9.59,1.05199824955485,1.20247341546493,0.00289086370190073,0.00343046582554425,6491,35590,1.175,76.2,9.7
"IN-2011","IN","2011",10.7855,74,9.44,1.05525450519194,1.22488497570627,0.00264110373341792,0.00358873015138872,6517,37682,1.19,75.4,9.59
"IN-2012","IN","2012",10.7855,73,9.12,1.05278643728943,1.23878776160187,0.00298566604778832,0.00352156264311714,6539,39150,1.14,74,9.44
"IN-2013","IN","2013",10.8245,72.5,9.34,1.05501807907124,1.23696040235646,0.00303529484845956,0.00357958549302999,6571,39436,1.133,73,9.12
"IN-2014","IN","2014",10.825,72.4,9.18,1.05600527101963,1.24882058529765,0.00309287851511411,0.00365759929050593,6596,40721,1.171,72.5,9.34
"IN-2015","IN","2015",10.862,70.2,9,1.06135983797579,1.26021829087962,0.00240900154051139,0.00328172907109784,6611,42149,1.157,72.4,9.18
"IN-2016","IN","2016",10.863,68.9,8.68,1.06622018340691,1.28101386865206,0.00238891939612887,0.00284838051114021,6638,43145,1.141,70.2,9
"IN-2017","IN","2017",10.863,68.7,8.22,1.06876950671169,1.27982623453026,0.00276003784670097,0.00279258781111353,6662,44570,1.135,68.9,8.68
"IN-2018","IN","2018",10.8645,68.3,8.34,1.06775840612408,1.31742375820222,0.00290896367767252,0.00275937270871607,6698,46556,1.127,68.7,8.22
"IN-2019","IN","2019",10.874,66.4,8.22,1.06745207867508,1.33618649792401,0.00219558731402204,0.0028094500573878,6731,48270,1.101,68.3,8.34
"IN-2020","IN","2020",10.879,65,7.84,1.07113094065864,1.34064085350421,0.0023112410745857,NA,6789,51719,1.081,66.4,8.22
"KS-1998","KS","1998",10.2415,62,10.06,1.00908758614609,1.29851825048124,0.0082983145397645,0.00626078924923238,2661,26201,1.171,NA,NA
"KS-1999","KS","1999",10.222,63.29,9.98,1.00915086108502,1.2725074460147,0.00723864416318658,0.00554131635403743,2678,26871,1.237,62,10.06
"KS-2000","KS","2000",10.222,64.72,9.79,1.00888802079367,1.28211223097386,0.00748937950305982,0.00580692193464879,2694,28166,1.192,63.29,9.98
"KS-2001","KS","2001",10.2915,63.87,9.31,1.01027244683311,1.25740990343204,0.00798234627465008,0.00635957225898361,2702,29047,1.194,64.72,9.79
"KS-2002","KS","2002",10.289,65,9.46,1.01779016338573,1.27961480112489,0.00709493616615658,0.00549883365947835,2714,29218,1.172,63.87,9.31
"KS-2003","KS","2003",10.219,65.3,9.65,1.01922299356661,1.24972437716255,0.00740850103352163,0.0058615678939959,2723,30029,1.174,65,9.46
"KS-2004","KS","2004",10.2195,64.8,9.39,1.01745391047502,1.23197888871449,0.0079591793077869,0.00642588300939607,2734,30748,1.18,65.3,9.65
"KS-2005","KS","2005",10.2415,66.7,8.61,1.02154217856597,1.2424455705266,0.00651202136281395,0.00701006479159109,2745,32340,1.14,64.8,9.39
"KS-2006","KS","2006",10.234,65.6,8.41,1.02594006852128,1.24575118780562,0.00638533183925728,0.00814297048226962,2763,35411,1.115,66.7,8.61
"KS-2007","KS","2007",10.1955,64,8.44,1.03125872053593,1.25201106897895,0.00815905439254756,0.00835119002428625,2784,37748,1.12,65.6,8.41
"KS-2008","KS","2008",10.1955,64.6,8.02,1.05200641337698,1.26128973189762,0.00739688811688033,0.00910067302922923,2808,41060,1.152,64,8.44
"KS-2009","KS","2009",10.218,63.5,8.11,1.06127725596132,1.26877964802435,0.00646201674321485,0.00737069991174483,2833,39382,1.129,64.6,8.02
"KS-2010","KS","2010",10.218,62.4,8.18,1.06781669478207,1.25268988710584,0.00612440226534223,0.00774668609437281,2858,39822,1.125,63.5,8.11
"KS-2011","KS","2011",10.4265,63.2,7.86,1.07423896315478,1.25997486977019,0.00721798347972704,0.00853236091421629,2870,42889,1.127,62.4,8.18
"KS-2012","KS","2012",10.4355,61.1,7.53,1.08430365644149,1.25098982787434,0.00773536724232372,0.00940338545699156,2886,44914,1.101,63.2,7.86
"KS-2013","KS","2013",10.692,60.1,7.73,1.12132106764072,1.26298197184024,0.0061531560241739,0.0094690818929132,2894,45670,1.118,61.1,7.53
"KS-2014","KS","2014",10.684,58.3,7.8,1.13398109660851,1.25723703370311,0.00752916048282804,0.00965492555323083,2902,46290,1.115,60.1,7.73
