"State","Year","Ideology","CarbonIntensity","EnergyIntensity","RealGDP","Population","PercentUrban","GDPPerCapita","FarmProportion","PopDens","Weighted_GHI","Weighted_Speed120m"
"FL","2007",0.3005,62.5,5.2,782712.5,18368,91.2,42.6128320993031,0.00319123963250368,0.339582177851729,4.24165888109267,24.7331821047357
"FL","2008",0.3145,60.2,5.23,763341.5,18527,91.2,41.2015706806283,0.00357241180059361,0.342521723054169,4.24165888109267,24.7331821047357
"FL","2009",0.377,58.9,5.35,735421,18653,91.2,39.4264193427331,0.0036631518373937,0.34485117396931,4.24165888109267,24.7331821047357
"FL","2010",0.349,60.3,5.57,746928.9,18846,91.2,39.6332855778415,0.00368429867573882,0.348419301164725,4.24165888109267,24.7331821047357
"FL","2011",0.458,59.3,5.4,755240,19056,91.5,39.6326616288833,0.0031000496070697,0.352301719356628,4.24165888109267,24.7331821047357
"FL","2012",0.462,58.9,5.22,778545,19302,91.5,40.3349393845197,0.00293565521710258,0.356849694952856,4.24165888109267,24.7331821047357
"FL","2013",0.459,57.9,5.19,811751.7,19552,91.5,41.5175787643208,0.00344029252423189,0.361471621371788,4.24165888109267,24.7331821047357
"FL","2014",0.459,58.2,5.1,851692.4,19854,91.5,42.897773748363,0.00298741108718187,0.367054908485857,4.24165888109267,24.7331821047357
"FL","2015",0.472,57.5,5.07,908519.9,20219,91.5,44.9339680498541,0.00240642735444527,0.373802921057497,4.24165888109267,24.7331821047357
"FL","2016",0.468,57.2,4.94,953352.5,20627,91.5,46.2186697047559,0.00265055232524765,0.381345904973193,4.24165888109267,24.7331821047357
"FL","2017",0.4515,56.8,4.76,1003144,20977,91.5,47.8211374362397,0.0022020743009247,0.387816601959697,4.24165888109267,24.7331821047357
"FL","2018",0.472,56.2,4.71,1057255.4,21255,91.5,49.741491413785,0.00232948351053833,0.392956184137549,4.24165888109267,24.7331821047357
"FL","2019",0.4275,55.2,4.52,1111392.2,21492,91.5,51.7119021031081,0.00248160509599793,0.397337770382696,4.24165888109267,24.7331821047357
"FL","2020",0.429,53.2,4.21,1116726.8,21590,91.5,51.7242612320519,0.00296005576378744,0.399149565538917,4.24165888109267,24.7331821047357
"GA","1998",-0.146,58.8,7.9,265347.2,7864,75.1,33.742014242116,0.0021714379318849,0.135415769806967,0.819297786828904,11.2637377044102
"GA","1999",-0.1605,59.55,7.44,289187.9,8046,75.1,35.9418220233657,0.00179706554275211,0.138549756341157,0.819297786828904,11.2637377044102
"GA","2000",-0.1605,60.27,7.49,305572,8227,75.1,37.1425793120214,0.00175567899744206,0.141666523169115,0.819297786828904,11.2637377044102
"GA","2001",-0.1285,60.09,7.15,317475.5,8377,75.1,37.898472006685,0.00215993256850746,0.144249479103886,0.819297786828904,11.2637377044102
"GA","2002",-0.1285,59.2,7.35,327051.3,8508,75.1,38.4404442877292,0.00199401148691482,0.146505260620254,0.819297786828904,11.2637377044102
"GA","2003",0.171,60.6,7.18,342576.2,8623,75.1,39.7281920445321,0.00177224613974129,0.148485526836912,0.819297786828904,11.2637377044102
"GA","2004",0.171,60.5,7.23,364782,8769,75.1,41.5990420800547,0.00193948182250724,0.150999603946757,0.819297786828904,11.2637377044102
"GA","2005",0.625,61.9,6.96,389537.7,8926,75.1,43.640790947793,0.00214999747751742,0.153703097825151,0.819297786828904,11.2637377044102
"GA","2006",0.625,61.8,6.82,406015.6,9156,75.1,44.3442114460463,0.00165656108310935,0.157663630258468,0.819297786828904,11.2637377044102
"GA","2007",0.6865,62.1,6.75,419606.3,9350,75.1,44.877679144385,0.00205186820837459,0.161004253267439,0.819297786828904,11.2637377044102
"GA","2008",0.6865,61.7,6.61,416377.6,9505,75.1,43.806165176223,0.00214144034712774,0.16367330773337,0.819297786828904,11.2637377044102
"GA","2009",0.658,59.5,6.79,409590.8,9621,75.1,42.5725808128053,0.00171066764247837,0.16567079365626,0.819297786828904,11.2637377044102
"GA","2010",0.658,59.2,7.25,418091.3,9712,75.1,43.0489394563427,0.00169544597587698,0.167237786923355,0.819297786828904,11.2637377044102
"GA","2011",0.764,57.8,6.87,431653.9,9804,74.1,44.0283455732354,0.00145187982377384,0.168821999896682,0.819297786828904,11.2637377044102
"GA","2012",0.766,54.3,6.35,447764.7,9904,74.1,45.2104907108239,0.00216766400619701,0.170543970519863,0.819297786828904,11.2637377044102
"GA","2013",0.787,53.6,6.38,464752.8,9976,74.1,46.5870890136327,0.00156987766994058,0.171783789368553,0.819297786828904,11.2637377044102
"GA","2014",0.7875,54.2,6.33,490079.3,10071,74.1,48.6624267699335,0.00180539632741665,0.173419661460575,0.819297786828904,11.2637377044102
"GA","2015",0.797,52.8,6.08,521008.2,10183,74.1,51.1645094765786,0.00160969563816497,0.175348268558538,0.819297786828904,11.2637377044102
"GA","2016",0.799,52.4,5.82,547546.7,10308,74.1,53.1186166084594,0.00154654686105491,0.177500731837515,0.819297786828904,11.2637377044102
"GA","2017",0.808,52,5.58,573777.2,10417,74.1,55.0808486128444,0.00160648254122053,0.179377679816782,0.819297786828904,11.2637377044102
"GA","2018",0.807,51.4,5.57,602366.4,10519,74.1,57.2646069017968,0.00124222904171487,0.181134089852427,0.819297786828904,11.2637377044102
"GA","2019",0.799,50.2,5.3,637992.5,10628,74.1,60.0294034625517,0.00119671705328542,0.183011037831695,0.819297786828904,11.2637377044102
"GA","2020",0.8,47,5.07,625425.7,10730,74.1,58.2875768872321,0.00128069517826414,0.184767447867339,0.819297786828904,11.2637377044102
"HI","1998",-0.711,68.4,5.03,37622.9,1215,91.9,30.9653497942387,0.00889964699010887,0.189105058365759,NA,NA
"HI","1999",-0.762,68.36,4.91,38990.6,1210,91.9,32.2236363636364,0.00950254918276361,0.188326848249027,NA,NA
"HI","2000",-0.762,68.52,4.89,41096.8,1214,91.9,33.8523887973641,0.00897714132820947,0.188949416342412,NA,NA
"HI","2001",-0.7475,70.97,4.85,42585.4,1226,91.9,34.7352365415987,0.00849514489671068,0.190817120622568,NA,NA
"HI","2002",-0.7475,71.8,4.99,44644.2,1240,91.9,36.0033870967742,0.00820345488229207,0.192996108949416,NA,NA
"HI","2003",-0.774,71.5,5.02,48166.1,1251,91.9,38.5020783373301,0.00767296017061,0.194708171206226,NA,NA
"HI","2004",-0.774,71.4,4.97,52353.5,1274,91.9,41.0937990580848,0.00736705575418593,0.198287937743191,NA,NA
"HI","2005",-0.7805,70.9,4.84,57369.4,1293,91.9,44.369218870843,0.00665328322862558,0.20124513618677,NA,NA
"HI","2006",-0.78,71,4.76,60846.5,1310,91.9,46.4477099236641,0.00597102435910123,0.203891050583658,NA,NA
"HI","2007",-0.78,71,4.82,64163.6,1316,91.9,48.7565349544073,0.00560032095418996,0.204824902723735,NA,NA
"HI","2008",-0.7795,69.6,3.93,65678.2,1332,91.9,49.307957957958,0.00594047983720738,0.207315175097276,NA,NA
"HI","2009",-0.799,68.2,4.06,64549.7,1347,91.9,47.9210838901262,0.00611397800818162,0.209649805447471,NA,NA
"HI","2010",-0.799,68.6,4.27,66872.9,1364,91.9,49.0270527859238,0.005791974339078,0.212295719844358,NA,NA
"HI","2011",-0.8075,68.1,4.28,69083.9,1380,86.1,50.0607971014493,0.00535854219401216,0.214785992217899,NA,NA
"HI","2012",-0.8035,68.3,4.13,71905.3,1395,86.1,51.545017921147,0.00776629429450111,0.217120622568093,NA,NA
"HI","2013",-0.8165,66.7,4.13,74554.9,1409,86.1,52.9133427963094,0.00754840043881156,0.219299610894942,NA,NA
"HI","2014",-0.8165,66.2,4.02,76773.3,1415,86.1,54.2567491166078,0.0073932824887026,0.220233463035019,NA,NA
"HI","2015",-0.835,66.1,3.95,81230.3,1423,86.1,57.0838369641602,0.00656234144879425,0.22147859922179,NA,NA
"HI","2016",-0.804,65.8,3.89,83914.4,1429,86.1,58.7224632610217,0.00663808800763119,0.222412451361868,NA,NA
"HI","2017",-0.8705,66.1,3.92,87217.4,1426,86.1,61.1622720897616,0.00496449434911424,0.221945525291829,NA,NA
"HI","2018",-0.8815,66.1,3.85,90330.8,1423,86.1,63.479128601546,0.00451948250316543,0.22147859922179,NA,NA
"HI","2019",-0.86,66.5,3.9,91912.7,1416,86.1,64.9100988700565,0.0044096646587093,0.220389105058366,NA,NA
"HI","2020",-0.86,64.1,3.32,82535.5,1451,86.1,56.881805651275,0.00510485628321254,0.225836575875486,NA,NA
"IA","1998",0.2135,69.2,10.07,84644,2903,64,29.1574233551498,0.00848913089235947,0.051893959707549,0.173508314702735,0.254283930213906
"IA","1999",0.253,67.53,10.3,87782.4,2918,64,30.0830705962988,0.00772275028820077,0.0521620993546772,0.173508314702735,0.254283930213906
"IA","2000",0.253,67.79,9.81,93112,2929,64,31.789689313759,0.00741371829963029,0.0523587350959046,0.173508314702735,0.254283930213906
"IA","2001",0.265,68.9,9.69,94837.8,2932,64,32.3457708049113,0.00800463852265147,0.0524123630253303,0.173508314702735,0.254283930213906
"IA","2002",0.2515,67.6,9.71,98557,2934,64,33.591342876619,0.00745932673353876,0.0524481149782807,0.173508314702735,0.254283930213906
"IA","2003",0.297,68.5,9.25,105123.3,2942,64,35.7319170632223,0.00936740589245021,0.0525911227900824,0.173508314702735,0.254283930213906
"IA","2004",0.278,65.7,8.91,117188.5,2954,64,39.6711238997969,0.00990698464351505,0.052805634507785,0.173508314702735,0.254283930213906
"IA","2005",-0.285,64.5,8.84,123190.9,2964,64,41.5623819163293,0.00780677919547694,0.0529843942725371,0.173508314702735,0.254283930213906
"IA","2006",-0.1405,63.8,8.89,127896.3,2983,64,42.8750586657727,0.00668741163269443,0.0533240378255662,0.173508314702735,0.254283930213906
"IA","2007",-0.7325,63.3,9.02,137930.2,2999,64,45.9920640213405,0.0107583517752658,0.0536100534491697,0.173508314702735,0.254283930213906
"IA","2008",-0.7275,61.2,9.62,137548.5,3017,64,45.5911501491548,0.00866314038160193,0.0539318210257235,0.173508314702735,0.254283930213906
"IA","2009",-0.799,57.6,9.91,136894.6,3033,64,45.1350478074514,0.00898162330094206,0.054217836649327,0.173508314702735,0.254283930213906
"IA","2010",-0.7925,57.5,9.98,142233.9,3051,64,46.6187807276303,0.00897902060150157,0.0545396042258808,0.173508314702735,0.254283930213906
"IA","2011",-0.0815,55.8,9.89,148477.6,3067,63.2,48.4113465927617,0.00834901372132718,0.0548256198494843,0.173508314702735,0.254283930213906
"IA","2012",-0.085,54.4,9.08,158538.4,3077,63.2,51.5236919077023,0.0108149135822427,0.0550043796142364,0.173508314702735,0.254283930213906
"IA","2013",-0.1205,52.5,9.61,162200.3,3094,63.2,52.4241435035553,0.00905969781882414,0.0553082712143151,0.173508314702735,0.254283930213906
"IA","2014",-0.1205,52.6,9.25,173095.9,3111,63.2,55.6399549983928,0.0102685548368,0.0556121628143937,0.173508314702735,0.254283930213906
"IA","2015",-0.0735,49.9,8.82,180299.3,3123,63.2,57.7327249439641,0.0081829445432376,0.0558266745320963,0.173508314702735,0.254283930213906
"IA","2016",-0.0735,48,9.01,181011.4,3133,63.2,57.7757421002234,0.00786224693154421,0.0560054342968485,0.173508314702735,0.254283930213906
"IA","2017",0.636,47.3,9.22,184561.3,3144,63.2,58.702703562341,0.00999081668304523,0.0562020700380758,0.173508314702735,0.254283930213906
"IA","2018",0.6395,48.3,9.43,191516.6,3150,63.2,60.7989206349206,0.00835788977926471,0.0563093258969271,0.173508314702735,0.254283930213906
"IA","2019",0.601,45.4,9.45,195708.7,3160,63.2,61.9331329113924,0.00833251431860714,0.0564880856616793,0.173508314702735,0.254283930213906
"IA","2020",0.613,41.8,8.95,196982.9,3191,63.2,61.7307740520213,0.00755178660416542,0.0570422409324109,0.173508314702735,0.254283930213906
"ID","1998",0.6155,35.6,13.08,31059.8,1252,70.6,24.8081469648562,0.0220839454161436,0.0151432683817749,7.83366869262554,6.57376535580094
"ID","1999",0.6235,35.99,12.54,34239.9,1276,70.6,26.8337774294671,0.0201117279934083,0.0154335546766332,7.83366869262554,6.57376535580094
"ID","2000",0.6275,39.52,11.51,38083.1,1299,70.6,29.3172440338722,0.0208454388598316,0.0157117457092057,7.83366869262554,6.57376535580094
"ID","2001",0.6895,44.1,10.92,37489,1320,70.6,28.4007575757576,0.0208012894128456,0.0159657462172067,7.83366869262554,6.57376535580094
"ID","2002",0.681,42.1,10.6,38673.2,1340,70.6,28.8605970149254,0.0232469574897299,0.016207651462922,7.83366869262554,6.57376535580094
"ID","2003",0.586,43.7,9.71,40490.6,1363,70.6,29.7069699192957,0.0202309495172626,0.0164858424954945,7.83366869262554,6.57376535580094
"ID","2004",0.5435,43.7,9.72,44327.9,1392,70.6,31.8447557471264,0.0207849182844049,0.0168366051017816,7.83366869262554,6.57376535580094
"ID","2005",0.6065,42.5,9.18,48642.8,1428,70.6,34.0635854341737,0.0227031425351445,0.0172720345440691,7.83366869262554,6.57376535580094
"ID","2006",0.61,39.5,9.14,51125.8,1469,70.6,34.8031313818924,0.0202978604954287,0.0177679402977854,7.83366869262554,6.57376535580094
"ID","2007",0.6385,42.4,9.23,53934.5,1505,70.6,35.836877076412,0.0227900814955808,0.0182033697400728,7.83366869262554,6.57376535580094
"ID","2008",0.635,40.3,8.91,56200.8,1534,70.6,36.6367666232073,0.0209986286328715,0.0185541323463599,7.83366869262554,6.57376535580094
"ID","2009",0.7165,40.3,8.76,54064.1,1554,70.6,34.7902831402831,0.0249446599402616,0.0187960375920752,7.83366869262554,6.57376535580094
"ID","2010",0.7265,42,8.97,55587.6,1571,70.6,35.3835773392743,0.0217684992954467,0.0190016570509331,7.83366869262554,6.57376535580094
"ID","2011",0.7725,37.3,8.94,56941.1,1584,69.2,35.9476641414141,0.0213753241352713,0.0191588954606481,7.83366869262554,6.57376535580094
"ID","2012",0.789,38.8,8.8,58323.9,1596,69.2,36.5437969924812,0.0236374182010364,0.0193040386080772,7.83366869262554,6.57376535580094
"ID","2013",0.854,41.8,8.73,61835.8,1612,69.2,38.3596774193548,0.0252160041283482,0.0194975628046494,7.83366869262554,6.57376535580094
"ID","2014",0.8455,40.2,8.39,64575.2,1632,69.2,39.568137254902,0.0244666107819916,0.0197394680503647,7.83366869262554,6.57376535580094
"ID","2015",0.8335,40.8,8.54,65899.9,1652,69.2,39.8909806295399,0.0185668687120322,0.0199813732960799,7.83366869262554,6.57376535580094
"ID","2016",0.8495,41.5,8.22,68837.4,1684,69.2,40.8773159144893,0.0201597629958379,0.0203684216892243,7.83366869262554,6.57376535580094
"ID","2017",0.872,39.8,8.29,71730.3,1720,69.2,41.7036627906977,0.0214134255410568,0.0208038511315118,7.83366869262554,6.57376535580094
"ID","2018",0.887,39.7,7.83,77395.4,1752,69.2,44.1754566210046,0.0199327548550979,0.0211908995246562,7.83366869262554,6.57376535580094
"ID","2019",0.873,41,7.62,82847.2,1789,69.2,46.3092230296255,0.0136635325511687,0.0216384242292294,7.83366869262554,6.57376535580094
"ID","2020",0.873,41.6,7.3,85927.8,1849,69.2,46.4725797728502,0.0187662288900921,0.0223641399663752,7.83366869262554,6.57376535580094
"IL","1998",-0.00799999999999999,57.7,6.47,436567.1,12272,88.5,35.5742421773142,0.001648214583848,0.220133457702518,0.612474663476545,1.85858828718633
"IL","1999",-0.075,54.13,6.51,460331.1,12359,88.5,37.2466299862448,0.00147599006100425,0.221694051804549,0.612474663476545,1.85858828718633
"IL","2000",-0.075,54.04,6.29,487014.6,12434,88.5,39.1679749075117,0.00137772789936245,0.223039391547679,0.612474663476545,1.85858828718633
"IL","2001",-0.006,53.12,6.08,501552.8,12488,88.5,40.1627802690583,0.00147736174338875,0.224008036162732,0.612474663476545,1.85858828718633
"IL","2002",-0.006,53,6.05,514361.1,12526,88.5,41.0634759699824,0.0013844492088045,0.224689674965918,0.612474663476545,1.85858828718633
"IL","2003",-0.2835,53,5.99,533022.5,12556,88.5,42.451616756929,0.00174898208982897,0.22522781086317,0.612474663476545,1.85858828718633
"IL","2004",-0.2835,54.1,5.9,563060.8,12590,88.5,44.7228594122319,0.0020114091566641,0.225837698213389,0.612474663476545,1.85858828718633
"IL","2005",-0.146,54.2,6.02,589811.8,12610,88.5,46.7733386201427,0.00161901804209821,0.226196455478223,0.612474663476545,1.85858828718633
"IL","2006",-0.146,54.1,5.66,624242.9,12644,88.5,49.3706817462828,0.0013563366215249,0.226806342828442,0.612474663476545,1.85858828718633
"IL","2007",-0.281,54,5.73,650145.2,12696,88.5,51.2086641461878,0.00161442016698686,0.227739111717012,0.612474663476545,1.85858828718633
"IL","2008",-0.281,53.4,5.78,654657.5,12747,88.5,51.3577704557935,0.00163257892792765,0.228653942742341,0.612474663476545,1.85858828718633
"IL","2009",-0.289,52.2,5.62,649862.7,12797,88.5,50.7824255684926,0.00152115179389109,0.229550835904427,0.612474663476545,1.85858828718633
"IL","2010",-0.3905,52.3,5.71,666404.8,12841,88.5,51.8966435635854,0.00141548967908403,0.230340101887063,0.612474663476545,1.85858828718633
"IL","2011",-0.2635,52.1,5.6,692880.8,12868,86.9,53.845259558595,0.00174290083167099,0.23082442419459,0.612474663476545,1.85858828718633
"IL","2012",-0.2565,50.9,5.31,726399.1,12883,86.9,56.3843126600947,0.00138422362889665,0.231093492143216,0.612474663476545,1.85858828718633
"IL","2013",-0.3235,51.4,5.54,741121.5,12896,86.9,57.4690989454094,0.00121669161173909,0.231326684365358,0.612474663476545,1.85858828718633
"IL","2014",-0.33,51.2,5.53,771356.1,12885,86.9,59.8646565774156,0.00125854366038717,0.231129367869699,0.612474663476545,1.85858828718633
"IL","2015",-0.3425,49.9,5.23,799930.5,12860,86.9,62.2029937791602,0.00134036520596319,0.230680921288656,0.612474663476545,1.85858828718633
"IL","2016",-0.331,48.2,5.25,807043.2,12822,86.9,62.9420683200749,0.00134267771860878,0.22999928248547,0.612474663476545,1.85858828718633
"IL","2017",-0.346,48.2,5.18,824913.4,12780,86.9,64.5472143974961,0.0011359323783785,0.229245892229318,0.612474663476545,1.85858828718633
"IL","2018",-0.3185,48.6,5.22,865661,12725,86.9,68.0283693516699,0.00110722105313044,0.228259309751022,0.612474663476545,1.85858828718633
"IL","2019",-0.4525,46.9,5.11,889540.1,12667,86.9,70.2250019736323,0.00103065883626861,0.227218913683002,0.612474663476545,1.85858828718633
"IL","2020",-0.4435,43.1,4.94,856942.9,12787,86.9,67.0167279268007,0.00120970219295095,0.22937145727201,0.612474663476545,1.85858828718633
"IN","1998",0.391,77.5,10.88,184359.8,5999,72.4,30.7317552925488,0.00286983165895276,0.166191096212982,0.0926887256104804,1.48163085142971
"IN","1999",0.246,77.35,10.95,193147.3,6045,72.4,31.9515798180314,0.00257955666621257,0.167465440341303,0.0926887256104804,1.48163085142971
"IN","2000",0.2485,78.09,10.86,203801.1,6092,72.4,33.4538903479974,0.00244409410764134,0.168767487602848,0.0926887256104804,1.48163085142971
"IN","2001",0.2505,78.62,10.68,205470.9,6128,72.4,33.5298466057441,0.0026528716896645,0.169764800398925,0.0926887256104804,1.48163085142971
"IN","2002",0.2505,77.9,10.76,212837.8,6156,72.4,34.5740415854451,0.00244945849440162,0.170540488129207,0.0926887256104804,1.48163085142971
"IN","2003",0.2495,77.8,10.6,225442.7,6197,72.4,36.3793287074391,0.00270243537774253,0.171676316591406,0.0926887256104804,1.48163085142971
"IN","2004",0.2485,78.4,10.19,239743.6,6233,72.4,38.4635969837959,0.00284717809038665,0.172673629387484,0.0926887256104804,1.48163085142971
"IN","2005",0.5995,78.1,10.07,248170.5,6279,72.4,39.5238891543239,0.00263057097567067,0.173947973515805,0.0926887256104804,1.48163085142971
"IN","2006",0.652,78.8,9.66,259602.8,6333,72.4,40.992073267014,0.00235137955479406,0.17544394270992,0.0926887256104804,1.48163085142971
"IN","2007",0.252,78.2,9.73,273509.5,6380,72.4,42.8698275862069,0.00268312222414615,0.176745989971466,0.0926887256104804,1.48163085142971
"IN","2008",0.2775,77.5,9.69,275538.7,6425,72.4,42.8854007782101,0.00241056322930139,0.177992630966562,0.0926887256104804,1.48163085142971
"IN","2009",NA,76.2,9.7,263326.8,6459,72.4,40.7689735253135,0.00283828582660008,0.178934537496191,0.0926887256104804,1.48163085142971
"IN","2010",NA,75.4,9.59,282562.2,6491,72.4,43.5313819134186,0.00289086370190073,0.179821037759371,0.0926887256104804,1.48163085142971
"IN","2011",0.7855,74,9.44,291356.1,6517,71.2,44.70708915145,0.00264110373341792,0.180541319223204,0.0926887256104804,1.48163085142971
"IN","2012",0.7855,73,9.12,300513.9,6539,71.2,45.9571647040832,0.00298566604778832,0.18115078815414,0.0926887256104804,1.48163085142971
"IN","2013",0.8245,72.5,9.34,312138.5,6571,71.2,47.5024349414092,0.00303529484845956,0.18203728841732,0.0926887256104804,1.48163085142971
"IN","2014",0.825,72.4,9.18,327958.3,6596,71.2,49.720785324439,0.00309287851511411,0.182729866747929,0.0926887256104804,1.48163085142971
"IN","2015",0.862,70.2,9,331945.7,6611,71.2,50.2111178339132,0.00240900154051139,0.183145413746295,0.0926887256104804,1.48163085142971
"IN","2016",0.863,68.9,8.68,340500.7,6638,71.2,51.2956764085568,0.00238891939612887,0.183893398343353,0.0926887256104804,1.48163085142971
"IN","2017",0.863,68.7,8.22,352601,6662,71.2,52.9271990393275,0.00276003784670097,0.184558273540737,0.0926887256104804,1.48163085142971
"IN","2018",0.8645,68.3,8.34,373196.8,6698,71.2,55.7176470588235,0.00290896367767252,0.185555586336815,0.0926887256104804,1.48163085142971
"IN","2019",0.874,66.4,8.22,381132.3,6731,71.2,56.6234289110088,0.00219558731402204,0.186469789733219,0.0926887256104804,1.48163085142971
"IN","2020",0.879,65,7.84,373781.6,6789,71.2,55.0569450581824,0.0023112410745857,0.188076571460232,0.0926887256104804,1.48163085142971
"KS","1998",0.2415,62,10.06,78382,2661,74.2,29.4558436677941,0.0082983145397645,0.0325357330627117,0.147852572666792,0.35493068917896
"KS","1999",0.222,63.29,9.98,81883.8,2678,74.2,30.5764749813294,0.00723864416318658,0.0327435900570995,0.147852572666792,0.35493068917896
"KS","2000",0.222,64.72,9.79,86099,2694,74.2,31.9595397178916,0.00748937950305982,0.0329392201694646,0.147852572666792,0.35493068917896
"KS","2001",0.2915,63.87,9.31,88883.6,2702,74.2,32.8954848260548,0.00798234627465008,0.0330370352256471,0.147852572666792,0.35493068917896
"KS","2002",0.289,65,9.46,91584.2,2714,74.2,33.7450994841562,0.00709493616615658,0.0331837578099209,0.147852572666792,0.35493068917896
"KS","2003",0.219,65.3,9.65,95359.9,2723,74.2,35.0201615864855,0.00740850103352163,0.0332937997481262,0.147852572666792,0.35493068917896
"KS","2004",0.2195,64.8,9.39,99083,2734,74.2,36.2410387710315,0.0079591793077869,0.0334282954503772,0.147852572666792,0.35493068917896
"KS","2005",0.2415,66.7,8.61,105526.3,2745,74.2,38.4430965391621,0.00651202136281395,0.0335627911526282,0.147852572666792,0.35493068917896
"KS","2006",0.234,65.6,8.41,114091.9,2763,74.2,41.2927614911328,0.00638533183925728,0.0337828750290388,0.147852572666792,0.35493068917896
"KS","2007",0.1955,64,8.44,123878.7,2784,74.2,44.4966594827586,0.00815905439254756,0.034039639551518,0.147852572666792,0.35493068917896
"KS","2008",0.1955,64.6,8.02,128604.3,2808,74.2,45.7992521367521,0.00739688811688033,0.0343330847200655,0.147852572666792,0.35493068917896
"KS","2009",0.218,63.5,8.11,125348.9,2833,74.2,44.2459936463113,0.00646201674321485,0.0346387567706359,0.147852572666792,0.35493068917896
"KS","2010",0.218,62.4,8.18,128591.3,2858,74.2,44.9934569629111,0.00612440226534223,0.0349444288212063,0.147852572666792,0.35493068917896
"KS","2011",0.4265,63.2,7.86,136358.9,2870,72.3,47.5118118466899,0.00721798347972704,0.0350911514054801,0.147852572666792,0.35493068917896
"KS","2012",0.4355,61.1,7.53,141818.2,2886,72.3,49.1400554400554,0.00773536724232372,0.0352867815178451,0.147852572666792,0.35493068917896
"KS","2013",0.692,60.1,7.73,144483.2,2894,72.3,49.9250863856254,0.0061531560241739,0.0353845965740277,0.147852572666792,0.35493068917896
"KS","2014",0.684,58.3,7.8,150183.6,2902,72.3,51.7517574086837,0.00752916048282804,0.0354824116302102,0.147852572666792,0.35493068917896
"KS","2015",0.6885,56.8,7.4,154958.2,2911,72.3,53.2319477842666,0.00676502258958181,0.0355924535684155,0.147852572666792,0.35493068917896
"KS","2016",0.686,55.1,7.11,160451,2913,72.3,55.0810161345692,0.00753773286196111,0.0356169073324612,0.147852572666792,0.35493068917896
"KS","2017",0.3215,50.8,6.91,165182.5,2911,72.3,56.7442459635864,0.00678812571123424,0.0355924535684155,0.147852572666792,0.35493068917896
"KS","2018",0.2685,51.9,7.16,172343,2913,72.3,59.1634054239615,0.0063505812504634,0.0356169073324612,0.147852572666792,0.35493068917896
"KS","2019",0.396,50.2,7.06,176564.4,2913,72.3,60.6125643666323,0.00703493435364332,0.0356169073324612,0.147852572666792,0.35493068917896
"KS","2020",0.3995,48.1,6.75,177580.9,2938,72.3,60.4427842069435,0.00633632968120012,0.0359225793830315,0.147852572666792,0.35493068917896
"KY","1998",-0.2055,78.8,11.44,109382.3,3985,58.4,27.4485069008783,0.00395723443075689,0.100504413619168,0.639566729073384,1.35405766453134
"KY","1999",NA,78.68,11.67,115106.8,4018,58.4,28.6477849676456,0.00395871261554473,0.101336696090794,0.639566729073384,1.35405766453134
"KY","2000",0.164,78.96,11.9,114169.2,4049,58.4,28.1968881205236,0.00350354401972033,0.102118537200504,0.639566729073384,1.35405766453134
"KY","2001",0.192,79.03,12.07,117647.9,4068,58.4,28.9203294001967,0.0041708216902672,0.102597730138714,0.639566729073384,1.35405766453134
"KY","2002",0.192,78.2,12.78,122435.3,4090,58.4,29.9352811735941,0.0050785821720975,0.103152585119798,0.639566729073384,1.35405766453134
"KY","2003",0.249,78.2,12.02,127982.2,4117,58.4,31.0862764148652,0.00533354772256166,0.103833543505675,0.639566729073384,1.35405766453134
"KY","2004",0.2535,78.4,12.14,135529.3,4146,58.4,32.6891702846117,0.00487777555896852,0.104564943253468,0.639566729073384,1.35405766453134
"KY","2005",0.3225,78.2,11.79,145011.1,4183,58.4,34.6667702605785,0.00371648427674997,0.105498108448928,0.639566729073384,1.35405766453134
"KY","2006",0.3105,79,11.44,153408.4,4219,58.4,36.3613178478312,0.00390882790981455,0.10640605296343,0.639566729073384,1.35405766453134
"KY","2007",0.2695,78.7,11.72,157163.7,4257,58.4,36.9188865398168,0.00427493798954693,0.107364438839849,0.639566729073384,1.35405766453134
"KY","2008",0.28,78.9,11.55,159883.8,4290,58.4,37.268951048951,0.00383057149190964,0.108196721311475,0.639566729073384,1.35405766453134
"KY","2009",NA,77.8,11.58,157479.8,4317,58.4,36.4789900393792,0.00380731714196388,0.108877679697352,0.639566729073384,1.35405766453134
"KY","2010",NA,77.3,11.53,166408.7,4348,58.4,38.272470101196,0.00356090169976772,0.109659520807062,0.639566729073384,1.35405766453134
"KY","2011",NA,77.1,11.01,171586.9,4371,58.7,39.255753832075,0.0029859095211867,0.110239596469105,0.639566729073384,1.35405766453134
"KY","2012",NA,76.3,10.67,178143.7,4388,58.7,40.5979261622607,0.00403875016807632,0.110668348045397,0.639566729073384,1.35405766453134
"KY","2013",NA,76.3,10.14,184524.4,4407,58.7,41.8707510778307,0.00405247463902588,0.111147540983607,0.639566729073384,1.35405766453134
"KY","2014",NA,75.8,9.8,187983.8,4417,58.7,42.5591577994114,0.00399436230372352,0.11139974779319,0.639566729073384,1.35405766453134
"KY","2015",NA,74.9,9.45,193413.1,4429,58.7,43.66969970648,0.00320087114367838,0.111702395964691,0.639566729073384,1.35405766453134
"KY","2016",NA,74.2,9.25,196484.9,4440,58.7,44.2533558558559,0.00353418644176651,0.111979823455233,0.639566729073384,1.35405766453134
