"State","Year","Ideology","CarbonIntensity","EnergyIntensity","Population","PercentUrban","EmissionsPerCapita","GDPPerCapita","PropManuEmployment","PropFarmEmployment","GHI","Speed120m"
"FL","1998",0.186,63.1,6.56,15487,91.2,0.0148705365790663,27.7095886872861,0.0571998921271712,0.0110762021983117,5.06322925789275,6.01434591183296
"FL","1999",0.1695,62.61,6.37,15759,91.2,0.0145827780950568,29.0664953359985,0.055015082973843,0.010984527186425,5.06322925789275,6.01434591183296
"FL","2000",0.1715,63.33,6.34,16048,91.2,0.0148990528414756,30.5601819541376,0.0528656964835808,0.0110613572662226,5.06322925789275,6.01434591183296
"FL","2001",0.2695,63.72,6.15,16357,91.2,0.0145130525157425,31.7331173198019,0.0506343756149354,0.0107341502304466,5.06322925789275,6.01434591183296
"FL","2002",0.2695,62.7,6.06,16689,91.2,0.0144526334711487,33.1362154712685,0.0473521270939241,0.010148564462135,5.06322925789275,6.01434591183296
"FL","2003",0.2825,63.5,5.81,17004,91.2,0.0144965890378734,34.7261291460833,0.0443809950790356,0.0102273502120949,5.06322925789275,6.01434591183296
"FL","2004",0.2905,63.4,5.65,17415,91.2,0.0147631352282515,37.1306689635372,0.0431436535003327,0.00916585798260086,5.06322925789275,6.01434591183296
"FL","2005",0.3,63.5,5.42,17842,91.2,0.0145723573590405,39.5612543436834,0.0421411851534722,0.00798956207500942,5.06322925789275,6.01434591183296
"FL","2006",0.3065,62.4,5.32,18167,91.2,0.0142621236307591,41.3124786701161,0.0417410491368744,0.00781070107939931,5.06322925789275,6.01434591183296
"FL","2007",0.3005,62.5,5.2,18368,91.2,0.0139753919860627,42.6128320993031,0.0402007387692629,0.0082280448024503,5.06322925789275,6.01434591183296
"FL","2008",0.3145,60.2,5.23,18527,91.2,0.0128731041183138,41.2015706806283,0.0387279432027429,0.0081930880830731,5.06322925789275,6.01434591183296
"FL","2009",0.377,58.9,5.35,18653,91.2,0.0120463196268697,39.4264193427331,0.0359630915594479,0.00809744654165246,5.06322925789275,6.01434591183296
"FL","2010",0.349,60.3,5.57,18846,91.2,0.0130266369521384,39.6332855778415,0.0341242450388266,0.00837785080070249,5.06322925789275,6.01434591183296
"FL","2011",0.458,59.3,5.4,19056,91.5,0.0121956339210747,39.6326616288833,0.0341884003662965,0.00829457632350302,5.06322925789275,6.01434591183296
"FL","2012",0.462,58.9,5.22,19302,91.5,0.0117604393327116,40.3349393845197,0.0341248745979377,0.00842703809939551,5.06322925789275,6.01434591183296
"FL","2013",0.459,57.9,5.19,19552,91.5,0.0116100654664484,41.5175787643208,0.0341655749826344,0.00793176012547812,5.06322925789275,6.01434591183296
"FL","2014",0.459,58.2,5.1,19854,91.5,0.0117356703938753,42.897773748363,0.0338222491468369,0.00803480930893563,5.06322925789275,6.01434591183296
"FL","2015",0.472,57.5,5.07,20219,91.5,0.0117414313269697,44.9339680498541,0.0337448285253912,0.00713933572173323,5.06322925789275,6.01434591183296
"FL","2016",0.468,57.2,4.94,20627,91.5,0.01157705919426,46.2186697047559,0.0341316283226732,0.00677710579097064,5.06322925789275,6.01434591183296
"FL","2017",0.4515,56.8,4.76,20977,91.5,0.0113648281451113,47.8211374362397,0.033807313833876,0.00661501350427842,5.06322925789275,6.01434591183296
"FL","2018",0.472,56.2,4.71,21255,91.5,0.0113855563396848,49.741491413785,0.0333713596516658,0.0062525206638688,5.06322925789275,6.01434591183296
"FL","2019",0.4275,55.2,4.52,21492,91.5,0.0108691606179043,51.7119021031081,0.0336303414542022,0.00612107603112728,5.06322925789275,6.01434591183296
"FL","2020",0.429,53.2,4.21,21590,91.5,0.00962019453450672,51.7242612320519,0.0334963574303327,0.00633479438648661,5.06322925789275,6.01434591183296
"GA","1998",-0.146,58.8,7.9,7864,75.1,0.0201424211597152,33.742014242116,0.120269082255289,0.0153076448813889,4.82548063600542,6.26175723598076
"GA","1999",-0.1605,59.55,7.44,8046,75.1,0.0200086999751429,35.9418220233657,0.115980121596616,0.0143063177372456,4.82548063600542,6.26175723598076
"GA","2000",-0.1605,60.27,7.49,8227,75.1,0.0206272031117054,37.1425793120214,0.11068319889072,0.0138542753162539,4.82548063600542,6.26175723598076
"GA","2001",-0.1285,60.09,7.15,8377,75.1,0.0192921093470216,37.898472006685,0.106655754920036,0.0135202205995549,4.82548063600542,6.26175723598076
"GA","2002",-0.1285,59.2,7.35,8508,75.1,0.0195815702867889,38.4404442877292,0.100408981539228,0.0125038850158797,4.82548063600542,6.26175723598076
"GA","2003",0.171,60.6,7.18,8623,75.1,0.0197727009161545,39.7281920445321,0.0947446841064214,0.0121894844656182,4.82548063600542,6.26175723598076
"GA","2004",0.171,60.5,7.23,8769,75.1,0.0199908769529023,41.5990420800547,0.0920430188036013,0.0116707063836024,4.82548063600542,6.26175723598076
"GA","2005",0.625,61.9,6.96,8926,75.1,0.0207931884382702,43.640790947793,0.0889812600126098,0.0119015817710262,4.82548063600542,6.26175723598076
"GA","2006",0.625,61.8,6.82,9156,75.1,0.0199868938401048,44.3442114460463,0.0863351928678382,0.0106206413369089,4.82548063600542,6.26175723598076
"GA","2007",0.6865,62.1,6.75,9350,75.1,0.0198502673796791,44.877679144385,0.0817598230640988,0.0101597180156924,4.82548063600542,6.26175723598076
"GA","2008",0.6865,61.7,6.61,9505,75.1,0.0181588637559179,43.806165176223,0.0781490895989069,0.0103335092030753,4.82548063600542,6.26175723598076
"GA","2009",0.658,59.5,6.79,9621,75.1,0.0169421058102068,42.5725808128053,0.0717773490542682,0.0103598158297315,4.82548063600542,6.26175723598076
"GA","2010",0.658,59.2,7.25,9712,75.1,0.0180395387149918,43.0489394563427,0.0694515895117725,0.00975411224875721,4.82548063600542,6.26175723598076
"GA","2011",0.764,57.8,6.87,9804,74.1,0.0163198694410445,44.0283455732354,0.0694360000826181,0.00967082323295861,4.82548063600542,6.26175723598076
"GA","2012",0.766,54.3,6.35,9904,74.1,0.014297253634895,45.2104907108239,0.0693948856155197,0.00958394602221762,4.82548063600542,6.26175723598076
"GA","2013",0.787,53.6,6.38,9976,74.1,0.0143243785084202,46.5870890136327,0.068928488918884,0.00929183819369532,4.82548063600542,6.26175723598076
"GA","2014",0.7875,54.2,6.33,10071,74.1,0.0147055903088075,48.6624267699335,0.068541129773846,0.00916412675769489,4.82548063600542,6.26175723598076
"GA","2015",0.797,52.8,6.08,10183,74.1,0.0143081606599234,51.1645094765786,0.0686236826513202,0.00887444521859347,4.82548063600542,6.26175723598076
"GA","2016",0.799,52.4,5.82,10308,74.1,0.0140182382615444,53.1186166084594,0.0690367078445014,0.00926568240727287,4.82548063600542,6.26175723598076
"GA","2017",0.808,52,5.58,10417,74.1,0.0136123644043391,55.0808486128444,0.0688459322310756,0.00987045064130107,4.82548063600542,6.26175723598076
"GA","2018",0.807,51.4,5.57,10519,74.1,0.0134898754634471,57.2646069017968,0.0688930028978316,0.00823225913166843,4.82548063600542,6.26175723598076
"GA","2019",0.799,50.2,5.3,10628,74.1,0.0128434324426044,60.0294034625517,0.0680654397124296,0.00833616060287024,4.82548063600542,6.26175723598076
"GA","2020",0.8,47,5.07,10730,74.1,0.0108667287977633,58.2875768872321,0.065836295276155,0.00886962715005278,4.82548063600542,6.26175723598076
"HI","1998",-0.711,68.4,5.03,1215,91.9,0.0153909465020576,30.9653497942387,0.0259396484573441,0.0169350086361635,NA,NA
"HI","1999",-0.762,68.36,4.91,1210,91.9,0.0152148760330579,32.2236363636364,0.0258633186607434,0.016653321790354,NA,NA
"HI","2000",-0.762,68.52,4.89,1214,91.9,0.0154036243822076,33.8523887973641,0.0258566741255793,0.0171314810144655,NA,NA
"HI","2001",-0.7475,70.97,4.85,1226,91.9,0.0156362153344209,34.7352365415987,0.0259677787994919,0.0163630758436671,NA,NA
"HI","2002",-0.7475,71.8,4.99,1240,91.9,0.0164516129032258,36.0033870967742,0.0243000472486254,0.0158084926104734,NA,NA
"HI","2003",-0.774,71.5,5.02,1251,91.9,0.0171862509992006,38.5020783373301,0.0232106917060169,0.0154044226476166,NA,NA
"HI","2004",-0.774,71.4,4.97,1274,91.9,0.0176609105180534,41.0937990580848,0.0232554055647401,0.0145452903413552,NA,NA
"HI","2005",-0.7805,70.9,4.84,1293,91.9,0.0177880897138438,44.369218870843,0.0226118856002742,0.013907876780407,NA,NA
"HI","2006",-0.78,71,4.76,1310,91.9,0.0177099236641221,46.4477099236641,0.0221552159074047,0.0134192016619677,NA,NA
"HI","2007",-0.78,71,4.82,1316,91.9,0.0182370820668693,48.7565349544073,0.022026115821006,0.0144446629116018,NA,NA
"HI","2008",-0.7795,69.6,3.93,1332,91.9,0.0144894894894895,49.307957957958,0.0213354396167683,0.0135848291673657,NA,NA
"HI","2009",-0.799,68.2,4.06,1347,91.9,0.0139569413511507,47.9210838901262,0.0211414834585515,0.0136018845984685,NA,NA
"HI","2010",-0.799,68.6,4.27,1364,91.9,0.0149560117302053,49.0270527859238,0.0199805931226879,0.0139608223664261,NA,NA
"HI","2011",-0.8075,68.1,4.28,1380,86.1,0.0149275362318841,50.0607971014493,0.0201043360790616,0.0147354352246842,NA,NA
"HI","2012",-0.8035,68.3,4.13,1395,86.1,0.0145519713261649,51.545017921147,0.0205787099737378,0.0138200275576178,NA,NA
"HI","2013",-0.8165,66.7,4.13,1409,86.1,0.0142654364797729,52.9133427963094,0.0209389408551805,0.0137642523361795,NA,NA
"HI","2014",-0.8165,66.2,4.02,1415,86.1,0.0138515901060071,54.2567491166078,0.0207000777159222,0.0149099016429101,NA,NA
"HI","2015",-0.835,66.1,3.95,1423,86.1,0.0139142656359803,57.0838369641602,0.0204532995385773,0.0140102493990851,NA,NA
"HI","2016",-0.804,65.8,3.89,1429,86.1,0.0138558432470259,58.7224632610217,0.0206280105058251,0.013394599096534,NA,NA
"HI","2017",-0.8705,66.1,3.92,1426,86.1,0.0143057503506311,61.1622720897616,0.0204302300965656,0.0130393481954328,NA,NA
"HI","2018",-0.8815,66.1,3.85,1423,86.1,0.0142656359803233,63.479128601546,0.0200486394793325,0.0135565239216229,NA,NA
"HI","2019",-0.86,66.5,3.9,1416,86.1,0.0144774011299435,64.9100988700565,0.0195346048605117,0.0116671535274431,NA,NA
"HI","2020",-0.86,64.1,3.32,1451,86.1,0.0102687801516196,56.881805651275,0.0193140001736585,0.0126758444753986,NA,NA
"IA","1998",0.2135,69.2,10.07,2903,64,0.0265931794695143,29.1574233551498,0.13603190649624,0.0603780800495982,4.12691664934483,7.89156831673832
"IA","1999",0.253,67.53,10.3,2918,64,0.0267786154900617,30.0830705962988,0.135777498839711,0.0575186700983081,4.12691664934483,7.89156831673832
"IA","2000",0.253,67.79,9.81,2929,64,0.0271082280641857,31.789689313759,0.133601600623207,0.0573558389644402,4.12691664934483,7.89156831673832
"IA","2001",0.265,68.9,9.69,2932,64,0.0266848567530696,32.3457708049113,0.129130090558396,0.0561182379541982,4.12691664934483,7.89156831673832
"IA","2002",0.2515,67.6,9.71,2934,64,0.0268575323790048,33.591342876619,0.124001323588713,0.0512704430085469,4.12691664934483,7.89156831673832
"IA","2003",0.297,68.5,9.25,2942,64,0.0268184908225697,35.7319170632223,0.120390145786881,0.0489294318042908,4.12691664934483,7.89156831673832
"IA","2004",0.278,65.7,8.91,2954,64,0.02708192281652,39.6711238997969,0.120276913889432,0.0471288767208551,4.12691664934483,7.89156831673832
"IA","2005",-0.285,64.5,8.84,2964,64,0.0270242914979757,41.5623819163293,0.121480766764705,0.0471647576144914,4.12691664934483,7.89156831673832
"IA","2006",-0.1405,63.8,8.89,2983,64,0.0272544418370768,42.8750586657727,0.120650117000712,0.0445635364737003,4.12691664934483,7.89156831673832
"IA","2007",-0.7325,63.3,9.02,2999,64,0.0290096698899633,45.9920640213405,0.118283172091516,0.0451493804171809,4.12691664934483,7.89156831673832
"IA","2008",-0.7275,61.2,9.62,3017,64,0.0299303944315545,45.5911501491548,0.116774622130845,0.0457858321781873,4.12691664934483,7.89156831673832
"IA","2009",-0.799,57.6,9.91,3033,64,0.0281569403231124,45.1350478074514,0.107015905100249,0.045353015639675,4.12691664934483,7.89156831673832
"IA","2010",-0.7925,57.5,9.98,3051,64,0.0295968534906588,46.6187807276303,0.105986667582702,0.046660897010614,4.12691664934483,7.89156831673832
"IA","2011",-0.0815,55.8,9.89,3067,63.2,0.0284642973589827,48.4113465927617,0.107498148983193,0.0459806239153902,4.12691664934483,7.89156831673832
"IA","2012",-0.085,54.4,9.08,3077,63.2,0.026454338641534,51.5236919077023,0.108963251841321,0.0441922016889685,4.12691664934483,7.89156831673832
"IA","2013",-0.1205,52.5,9.61,3094,63.2,0.0266321913380737,52.4241435035553,0.109634382042614,0.0454594749042167,4.12691664934483,7.89156831673832
"IA","2014",-0.1205,52.6,9.25,3111,63.2,0.026808100289296,55.6399549983928,0.109686174441478,0.0426346457256723,4.12691664934483,7.89156831673832
"IA","2015",-0.0735,49.9,8.82,3123,63.2,0.0247838616714697,57.7327249439641,0.108411847437229,0.0440145041729354,4.12691664934483,7.89156831673832
"IA","2016",-0.0735,48,9.01,3133,63.2,0.023619533992978,57.7757421002234,0.107049677840165,0.043314481805566,4.12691664934483,7.89156831673832
"IA","2017",0.636,47.3,9.22,3144,63.2,0.0242684478371501,58.702703562341,0.108302543473601,0.0420535001498672,4.12691664934483,7.89156831673832
"IA","2018",0.6395,48.3,9.43,3150,63.2,0.0261587301587302,60.7989206349206,0.110653718628176,0.0421308881991616,4.12691664934483,7.89156831673832
"IA","2019",0.601,45.4,9.45,3160,63.2,0.0244620253164557,61.9331329113924,0.112483373308231,0.0424880196052483,4.12691664934483,7.89156831673832
"IA","2020",0.613,41.8,8.95,3191,63.2,0.020589157004074,61.7307740520213,0.111088997477885,0.0436411998879502,4.12691664934483,7.89156831673832
"ID","1998",0.6155,35.6,13.08,1252,70.6,0.0111821086261981,24.8081469648562,0.0982811143685409,0.0552407313384761,4.34244566298619,5.8355754747731
"ID","1999",0.6235,35.99,12.54,1276,70.6,0.0116771159874608,26.8337774294671,0.0978870110333678,0.0525476854553339,4.34244566298619,5.8355754747731
"ID","2000",0.6275,39.52,11.51,1299,70.6,0.012086220169361,29.3172440338722,0.095586361354597,0.0539753639417693,4.34244566298619,5.8355754747731
"ID","2001",0.6895,44.1,10.92,1320,70.6,0.0118030303030303,28.4007575757576,0.0925147976956825,0.0518573549366287,4.34244566298619,5.8355754747731
"ID","2002",0.681,42.1,10.6,1340,70.6,0.0111940298507463,28.8605970149254,0.0870409709383218,0.0520979582139648,4.34244566298619,5.8355754747731
"ID","2003",0.586,43.7,9.71,1363,70.6,0.0106382978723404,29.7069699192957,0.0825579711230641,0.0492423674892248,4.34244566298619,5.8355754747731
"ID","2004",0.5435,43.7,9.72,1392,70.6,0.0112787356321839,31.8447557471264,0.0804488375587036,0.0472234203932478,4.34244566298619,5.8355754747731
"ID","2005",0.6065,42.5,9.18,1428,70.6,0.0110644257703081,34.0635854341737,0.0781469268082054,0.0443280624841126,4.34244566298619,5.8355754747731
"ID","2006",0.61,39.5,9.14,1469,70.6,0.0107556160653506,34.8031313818924,0.0784420716663925,0.0419276401477603,4.34244566298619,5.8355754747731
"ID","2007",0.6385,42.4,9.23,1505,70.6,0.0108305647840532,35.836877076412,0.0769592422527574,0.0397862488326957,4.34244566298619,5.8355754747731
"ID","2008",0.635,40.3,8.91,1534,70.6,0.0101043024771838,36.6367666232073,0.073727625766345,0.0411087696899227,4.34244566298619,5.8355754747731
"ID","2009",0.7165,40.3,8.76,1554,70.6,0.00978120978120978,34.7902831402831,0.0688117625546713,0.0423548732579283,4.34244566298619,5.8355754747731
"ID","2010",0.7265,42,8.97,1571,70.6,0.0103755569700827,35.3835773392743,0.0672765554293108,0.0429316563119113,4.34244566298619,5.8355754747731
"ID","2011",0.7725,37.3,8.94,1584,69.2,0.0101010101010101,35.9476641414141,0.0685287016938387,0.0448324885576817,4.34244566298619,5.8355754747731
"ID","2012",0.789,38.8,8.8,1596,69.2,0.00989974937343358,36.5437969924812,0.0704593268279206,0.0439375788360459,4.34244566298619,5.8355754747731
"ID","2013",0.854,41.8,8.73,1612,69.2,0.0106699751861042,38.3596774193548,0.0724383621109704,0.0429804123072016,4.34244566298619,5.8355754747731
"ID","2014",0.8455,40.2,8.39,1632,69.2,0.0102941176470588,39.568137254902,0.0712118658351593,0.0434250843824415,4.34244566298619,5.8355754747731
"ID","2015",0.8335,40.8,8.54,1652,69.2,0.0108958837772397,39.8909806295399,0.0716785058226739,0.0419320997017038,4.34244566298619,5.8355754747731
"ID","2016",0.8495,41.5,8.22,1684,69.2,0.0108669833729216,40.8773159144893,0.0725879193503966,0.0410547967224964,4.34244566298619,5.8355754747731
"ID","2017",0.872,39.8,8.29,1720,69.2,0.0108720930232558,41.7036627906977,0.0726609917734223,0.0432135943427023,4.34244566298619,5.8355754747731
"ID","2018",0.887,39.7,7.83,1752,69.2,0.0108447488584475,44.1754566210046,0.0717667879472281,0.0398094080298679,4.34244566298619,5.8355754747731
"ID","2019",0.873,41,7.62,1789,69.2,0.0112353269983231,46.3092230296255,0.0704549364615719,0.0392324057735029,4.34244566298619,5.8355754747731
"ID","2020",0.873,41.6,7.3,1849,69.2,0.0104921579232017,46.4725797728502,0.0691896194696177,0.0376670897256055,4.34244566298619,5.8355754747731
"IL","1998",-0.00799999999999999,57.7,6.47,12272,88.5,0.0176906779661017,35.5742421773142,0.128082396031136,0.0138407112221199,4.2230755689482,7.37859080042535
"IL","1999",-0.075,54.13,6.51,12359,88.5,0.01836070879521,37.2466299862448,0.123747102784499,0.0138521914800565,4.2230755689482,7.37859080042535
"IL","2000",-0.075,54.04,6.29,12434,88.5,0.0188917484317195,39.1679749075117,0.11966497818346,0.0136715083987191,4.2230755689482,7.37859080042535
"IL","2001",-0.006,53.12,6.08,12488,88.5,0.0180277065983344,40.1627802690583,0.113793408190553,0.0132774936666677,4.2230755689482,7.37859080042535
"IL","2002",-0.006,53,6.05,12526,88.5,0.0181542391825004,41.0634759699824,0.106909051208581,0.0114334570527332,4.2230755689482,7.37859080042535
"IL","2003",-0.2835,53,5.99,12556,88.5,0.0184294361261548,42.451616756929,0.101720048563002,0.0112960011168767,4.2230755689482,7.37859080042535
"IL","2004",-0.2835,54.1,5.9,12590,88.5,0.0188880063542494,44.7228594122319,0.0985210585151454,0.0106176981327344,4.2230755689482,7.37859080042535
"IL","2005",-0.146,54.2,6.02,12610,88.5,0.0193814432989691,46.7733386201427,0.0962261202985336,0.0106796571842723,4.2230755689482,7.37859080042535
"IL","2006",-0.146,54.1,5.66,12644,88.5,0.0187045238848466,49.3706817462828,0.093967699312384,0.0104256699953307,4.2230755689482,7.37859080042535
"IL","2007",-0.281,54,5.73,12696,88.5,0.0192186515437933,51.2086641461878,0.0915617833002956,0.010638975953531,4.2230755689482,7.37859080042535
"IL","2008",-0.281,53.4,5.78,12747,88.5,0.0190083941319526,51.3577704557935,0.0895021834014884,0.0104683850640325,4.2230755689482,7.37859080042535
"IL","2009",-0.289,52.2,5.62,12797,88.5,0.0177541611315152,50.7824255684926,0.0818325306402237,0.0106339096505119,4.2230755689482,7.37859080042535
"IL","2010",-0.3905,52.3,5.71,12841,88.5,0.0181683669496145,51.8966435635854,0.0797836344226038,0.0110524514964086,4.2230755689482,7.37859080042535
"IL","2011",-0.2635,52.1,5.6,12868,86.9,0.0180369909853901,53.845259558595,0.0804985312792709,0.0107554797918209,4.2230755689482,7.37859080042535
"IL","2012",-0.2565,50.9,5.31,12883,86.9,0.0169991461616083,56.3843126600947,0.0810857596404761,0.0103993142446099,4.2230755689482,7.37859080042535
"IL","2013",-0.3235,51.4,5.54,12896,86.9,0.0181141439205955,57.4690989454094,0.0801188450324799,0.0100096580913069,4.2230755689482,7.37859080042535
"IL","2014",-0.33,51.2,5.53,12885,86.9,0.0183701979045402,59.8646565774156,0.0788334933101328,0.00972220252064594,4.2230755689482,7.37859080042535
"IL","2015",-0.3425,49.9,5.23,12860,86.9,0.017045101088647,62.2029937791602,0.0777391871500049,0.00987164690956436,4.2230755689482,7.37859080042535
"IL","2016",-0.331,48.2,5.25,12822,86.9,0.0161753236624552,62.9420683200749,0.0764452369042543,0.00961821329583101,4.2230755689482,7.37859080042535
"IL","2017",-0.346,48.2,5.18,12780,86.9,0.0161189358372457,64.5472143974961,0.0763081306167194,0.00938493215964266,4.2230755689482,7.37859080042535
"IL","2018",-0.3185,48.6,5.22,12725,86.9,0.0167465618860511,68.0283693516699,0.0770842768179842,0.00943507914104692,4.2230755689482,7.37859080042535
"IL","2019",-0.4525,46.9,5.11,12667,86.9,0.0160653667008763,70.2250019736323,0.0770861323877063,0.00904854567083337,4.2230755689482,7.37859080042535
"IL","2020",-0.4435,43.1,4.94,12787,86.9,0.0133103933682646,67.0167279268007,0.0765074539644068,0.00976483767363801,4.2230755689482,7.37859080042535
"IN","1998",0.391,77.5,10.88,5999,72.4,0.0366227704617436,30.7317552925488,0.189390728020776,0.0225178492909673,4.15284148053582,7.30183777761527
"IN","1999",0.246,77.35,10.95,6045,72.4,0.0374607113316791,31.9515798180314,0.18837010661908,0.0221487751289989,4.15284148053582,7.30183777761527
"IN","2000",0.2485,78.09,10.86,6092,72.4,0.0393466841759685,33.4538903479974,0.184840088724471,0.0218283359118106,4.15284148053582,7.30183777761527
"IN","2001",0.2505,78.62,10.68,6128,72.4,0.0375864882506527,33.5298466057441,0.174467197036231,0.021562052793245,4.15284148053582,7.30183777761527
"IN","2002",0.2505,77.9,10.76,6156,72.4,0.0378979857050033,34.5740415854451,0.168605343300695,0.0191984851951637,4.15284148053582,7.30183777761527
"IN","2003",0.2495,77.8,10.6,6197,72.4,0.0386800064547362,36.3793287074391,0.163991269593937,0.018462449710502,4.15284148053582,7.30183777761527
"IN","2004",0.2485,78.4,10.19,6233,72.4,0.038520776512113,38.4635969837959,0.162043291026371,0.01762409754702,4.15284148053582,7.30183777761527
"IN","2005",0.5995,78.1,10.07,6279,72.4,0.0379996814779423,39.5238891543239,0.160068449527415,0.0174975480047706,4.15284148053582,7.30183777761527
"IN","2006",0.652,78.8,9.66,6333,72.4,0.037375651350071,40.992073267014,0.156873999491615,0.0174834842974955,4.15284148053582,7.30183777761527
"IN","2007",0.252,78.2,9.73,6380,72.4,0.0369905956112853,42.8698275862069,0.151107424162554,0.0172259409805676,4.15284148053582,7.30183777761527
"IN","2008",0.2775,77.5,9.69,6425,72.4,0.0360622568093385,42.8854007782101,0.144724798604151,0.0167041323992559,4.15284148053582,7.30183777761527
"IN","2009",NA,76.2,9.7,6459,72.4,0.0323734324198792,40.7689735253135,0.129454732484006,0.0179206891354385,4.15284148053582,7.30183777761527
"IN","2010",NA,75.4,9.59,6491,72.4,0.033646587582807,43.5313819134186,0.130696974888889,0.0190605487431963,4.15284148053582,7.30183777761527
"IN","2011",0.7855,74,9.44,6517,71.2,0.032192726714746,44.70708915145,0.133080025837699,0.0178499056990844,4.15284148053582,7.30183777761527
"IN","2012",0.7855,73,9.12,6539,71.2,0.0298822449915889,45.9571647040832,0.136148735652507,0.0178270498046001,4.15284148053582,7.30183777761527
"IN","2013",0.8245,72.5,9.34,6571,71.2,0.0304519859990869,47.5024349414092,0.137677255129857,0.0173520907168432,4.15284148053582,7.30183777761527
"IN","2014",0.825,72.4,9.18,6596,71.2,0.0312007277137659,49.720785324439,0.139526048865517,0.0167799768478293,4.15284148053582,7.30183777761527
"IN","2015",0.862,70.2,9,6611,71.2,0.0283164422931478,50.2111178339132,0.140613085051544,0.0161401249960819,4.15284148053582,7.30183777761527
"IN","2016",0.863,68.9,8.68,6638,71.2,0.0273877673998192,51.2956764085568,0.140021021398786,0.0158804088256607,4.15284148053582,7.30183777761527
"IN","2017",0.863,68.7,8.22,6662,71.2,0.0264034824377064,52.9271990393275,0.140476924874162,0.0161015047302061,4.15284148053582,7.30183777761527
"IN","2018",0.8645,68.3,8.34,6698,71.2,0.028247237981487,55.7176470588235,0.140564277432031,0.0161837706157139,4.15284148053582,7.30183777761527
"IN","2019",0.874,66.4,8.22,6731,71.2,0.026177388203833,56.6234289110088,0.140002161425211,0.0151380377332444,4.15284148053582,7.30183777761527
"IN","2020",0.879,65,7.84,6789,71.2,0.0227426719693622,55.0569450581824,0.135172935281129,0.0157143399857511,4.15284148053582,7.30183777761527
"KS","1998",0.2415,62,10.06,2661,74.2,0.0263434798947764,29.4558436677941,0.120749475501755,0.0465793895397412,4.73616972631824,8.20465351437015
"KS","1999",0.222,63.29,9.98,2678,74.2,0.0273599701269604,30.5764749813294,0.118181818181818,0.0461302444237598,4.73616972631824,8.20465351437015
"KS","2000",0.222,64.72,9.79,2694,74.2,0.0281365998515219,31.9595397178916,0.115794813646672,0.0440132203836593,4.73616972631824,8.20465351437015
"KS","2001",0.2915,63.87,9.31,2702,74.2,0.0265840118430792,32.8954848260548,0.11313639220616,0.0442277414416489,4.73616972631824,8.20465351437015
"KS","2002",0.289,65,9.46,2714,74.2,0.0281134856300663,33.7450994841562,0.108168259700957,0.0403954321753409,4.73616972631824,8.20465351437015
"KS","2003",0.219,65.3,9.65,2723,74.2,0.0289386705839148,35.0201615864855,0.103238176321668,0.0395209905512093,4.73616972631824,8.20465351437015
"KS","2004",0.2195,64.8,9.39,2734,74.2,0.0280175566934894,36.2410387710315,0.103782243827102,0.038602064495936,4.73616972631824,8.20465351437015
"KS","2005",0.2415,66.7,8.61,2745,74.2,0.0266302367941712,38.4430965391621,0.105020570724325,0.0378502460331125,4.73616972631824,8.20465351437015
"KS","2006",0.234,65.6,8.41,2763,74.2,0.0263843648208469,41.2927614911328,0.104714908311171,0.0361519932051407,4.73616972631824,8.20465351437015
"KS","2007",0.1955,64,8.44,2784,74.2,0.0283764367816092,44.4966594827586,0.104592687376819,0.0355893284607815,4.73616972631824,8.20465351437015
"KS","2008",0.1955,64.6,8.02,2808,74.2,0.0267094017094017,45.7992521367521,0.103921790235081,0.0343472832170843,4.73616972631824,8.20465351437015
"KS","2009",0.218,63.5,8.11,2833,74.2,0.0258383339216378,44.2459936463113,0.0958701560562809,0.0346339494107629,4.73616972631824,8.20465351437015
"KS","2010",0.218,62.4,8.18,2858,74.2,0.0254023792862141,44.9934569629111,0.0921202912046991,0.0354526958855515,4.73616972631824,8.20465351437015
"KS","2011",0.4265,63.2,7.86,2870,72.3,0.0246341463414634,47.5118118466899,0.0919604365785733,0.0361512082653951,4.73616972631824,8.20465351437015
"KS","2012",0.4355,61.1,7.53,2886,72.3,0.0229036729036729,49.1400554400554,0.0919343916159945,0.0346218198978935,4.73616972631824,8.20465351437015
"KS","2013",0.692,60.1,7.73,2894,72.3,0.0241188666205943,49.9250863856254,0.0910085137894282,0.0335035163790926,4.73616972631824,8.20465351437015
"KS","2014",0.684,58.3,7.8,2902,72.3,0.0242246726395589,51.7517574086837,0.0892873719877294,0.0339324820983252,4.73616972631824,8.20465351437015
"KS","2015",0.6885,56.8,7.4,2911,72.3,0.0221573342493988,53.2319477842666,0.0880950836005593,0.0337081473915118,4.73616972631824,8.20465351437015
"KS","2016",0.686,55.1,7.11,2913,72.3,0.0214898729831789,55.0810161345692,0.0875430803240601,0.033316146432396,4.73616972631824,8.20465351437015
"KS","2017",0.3215,50.8,6.91,2911,72.3,0.0202679491583648,56.7442459635864,0.0880234635861303,0.0323376883329597,4.73616972631824,8.20465351437015
"KS","2018",0.2685,51.9,7.16,2913,72.3,0.0215928595949193,59.1634054239615,0.0891929388771947,0.0329841333467641,4.73616972631824,8.20465351437015
"KS","2019",0.396,50.2,7.06,2913,72.3,0.0207689667009955,60.6125643666323,0.0902124302406198,0.0326202085739203,4.73616972631824,8.20465351437015
"KS","2020",0.3995,48.1,6.75,2938,72.3,0.0196732471068754,60.4427842069435,0.0881042872721989,0.03384184360209,4.73616972631824,8.20465351437015
